symbol,geneticConstraint,hasHighQualityChemicalProbes,expressionAtlas
MRPL17,0.3985659128516272,,0.0277382572972849
TBCC,0.8497517926089355,,0.0403492468724889
ZC3H12C,-0.8071704357418643,,0.0403224313410754
CD276,-0.1404302261445118,,0.0
NREP,0.865526751241037,,0.0403146087096436
PRR3,-0.0052950910093767,,0.0402839320052822
TLE4,-0.9742967457253172,,0.0341982909888164
PSD2,-0.4202978488692774,,0.0340306489788841
PRODH,0.0,,0.0402358927155787
SF3B5,0.0921125206839492,,0.0401541286068161
LTBP4,-0.3913954771097628,,0.0401473043398053
IGKV5-2,0.0,,0.0
SNX32,0.4295642581356866,,0.0
MAP3K9,-0.4724765581908439,0,0.0359792295130562
NAPRT,0.6746828461114176,,0.0
IFI35,0.6977385548814121,,0.0
HLA-DMB,0.2073910645339216,,0.0
KCNE3,0.571207942636514,,0.0
GNE,-0.2518477661334803,,0.0
PRPF3,-0.9969111969111968,,0.0
DHX58,-0.0186431329288472,,0.0
SCAND1,0.9761720904578048,,0.0400991154104625
AGAP2,-0.7791505791505792,,0.0
CST2,0.980253723110866,,0.0
TMOD1,-0.5758411472697187,,0.0325217875305108
EFR3A,-0.0012134583563154,,0.011957159716016
ACAD8,0.2493105350248208,,0.0
SYT12,-0.1039161610590182,,0.0
BICD2,-0.6803088803088804,,0.0
BDH2,0.456811913954771,,0.0
CCNA1,-0.5904026475455046,,0.0
APOF,0.9159404302261444,,0.0
KAT6A,-0.9976833976833976,1,0.0
MAFK,0.0088251516822945,,0.0
CA14,0.3430777716492001,,0.0
CLP1,-0.1949255377826806,,0.0
COL9A3,0.1070049641478212,,0.0087008712162679
PTPN2,-0.5464975179260894,1,0.0
TSPYL5,0.0,,0.0368631580675944
MOXD1,0.2659680088251517,,0.0135212311446174
ENSG00000272106,0.0,,0.0398294451145957
ZC3H7B,-0.7936017650303364,,0.0398163510229719
AZIN2,-0.2914506343077772,,0.0
CLASP2,-0.8332046332046332,,0.0
ENSG00000280088,0.0,,0.0397261146665733
TULP4,-0.9592939878654164,,0.0245346884235426
SLC16A6,-0.4413678985107556,,0.0396942180230532
CYYR1,0.7018201875344732,,0.0320895849179688
TMEM160,0.9706563706563708,,0.0366458245009918
SLC9C1,-0.2478764478764479,,0.0
CEROX1,0.0,,0.0395794709209696
DOCK7,-0.6302261445118589,,0.0395663216527205
SMAD6,0.999669056811914,,0.0395611829250294
UNC93B1,0.1648097076668504,,0.0
DLGAP3,-0.829453943739658,,0.0
TAS1R1,-0.1423055708769994,,0.0
SIDT2,-0.4223938223938224,,0.0
CDC73,-0.7719801434087148,,0.0
TRMT61A,0.3666850523993381,,0.0
GARIN5A,0.6852730281301709,,0.0
DNAJB9,-0.0077220077220077,,0.0
MCM5,-0.361169332597904,,0.0
KRT12,0.0172090457804743,,0.0
SYT17,-0.4841698841698841,,0.0
GRIPAP1,0.0,,0.0
TMEFF1,-0.4899062327633756,,0.0
AFMID,0.0900165471594043,,0.0
ANKRD36,0.2854936569222284,,0.0
USB1,0.0851627137341424,,0.0
PDCD5,0.8696083838940982,,0.0
ADCY7,-0.3842250413678985,,0.0
GFRA3,-0.2399338113623828,,0.0
CDK5RAP1,0.2022062879205737,,0.0
HEXIM2,0.7892995035852179,,0.0
ZFP57,0.2902371759514617,,0.0
LARP7,0.282184225041368,,0.0
LIM2,0.2002206287920573,,0.0
SECTM1,-0.1374517374517374,,0.0
RNF31,-0.8272476558190844,,0.0
LCLAT1,-0.4646442360728074,,0.0
COPZ2,0.5768339768339767,,0.0
FBXO3,-0.7399889685603971,,0.0395067050598022
SARAF,-0.2099282956425813,,0.0242564388247036
SLC35F5,0.3311638168781026,,0.0394754943075409
WDR47,-0.75146166574738,,0.0099480177683754
AVPI1,0.3489244346387203,,0.03945678752746
TIMMDC1,0.1020408163265305,,0.0394540664426997
VAC14-AS1,0.0,,0.0394400686208284
SCAMP5,-0.7194704908990623,,0.023850704484891
TAF9B,0.0,,0.0393932518856822
DBNDD1,0.656811913954771,,0.0393758125426532
ATP8A1,-0.4897959183673469,,0.0
CHCHD3,-0.1720904578047435,,0.0
SLC2A9,0.0981798124655266,,0.0
PDE4C,0.1384445670159955,,0.0
PRDM10,-0.5826806398234969,,0.0
EHHADH,-0.166354109211252,,0.0
GNAI2,-0.9377826806398236,,0.0
STK32B,0.1627137341423055,,0.0
ART3,0.5866519580805296,,0.0
CTSV,0.5846662989520133,1,0.0
TUBA8,0.2600110314396029,,0.0
LAMA5,-0.3189189189189189,,0.0
SCARA5,0.5990071704357418,,0.0
TNNC1,-0.214561500275786,,0.0
VSTM1,0.1382239382239383,,0.0
B4GALT3,-0.0744622173193602,,0.0
MAPRE1,-0.8201875344732488,,0.0
DGAT1,0.1578599007170436,1,0.0
MAN1B1,0.2910093767236623,,0.0
KIAA1217,-0.5436293436293436,,0.0
SYNCRIP,-0.9250965250965252,,0.0
CPNE1,0.0779922779922779,,0.0
OSTC,0.6846111417539988,,0.0
COL9A2,-0.2575841147269718,,0.0
TGM6,0.2906784335355763,,0.0
IER3,0.8953116381687811,,0.0
PAX2,-0.7383342526199669,,0.0
ABI1,-0.7832322118036403,,0.0
LPAR6,0.261665747380033,,0.0
AXIN2,-0.7982349696635411,0,0.0
PUM1,-0.9746276889134032,,0.0
PACSIN1,-0.7673469387755102,,0.0
PDE4C,0.0,,0.0
RHBDF1,0.0988416988416989,,0.0
PRPS1,0.0,,0.023331933268027
RPS24,-0.9665747380033094,,0.0
STK32C,-0.1832322118036403,,0.0
PABPN1,-0.8280198565912852,,0.0
RBP1,0.5557639271924986,,0.0
ADAMTS9,-0.7206839492553778,,0.0
RPS14,-0.8832873690016547,,0.0
SELENON,0.0648648648648648,,0.0
TM9SF2,-0.9198014340871484,,0.0392180232883535
DIO3,-0.6477661334804192,,0.0
PLVAP,0.0822945394373966,,0.0
NEXN,-0.1577495863210148,,0.0
RAPH1,-0.8163265306122449,,0.0228882470552195
SPHKAP,-0.5862107004964148,,0.0345729377093363
PRMT2,-0.4811913954771097,,0.0314824973369573
PRPF8,-0.9170435741864312,,0.0
ADAMTS10,-0.7231108659680088,,0.0
PPIL3,0.7602868174296746,,0.008950655285379
CEPT1,-0.8389409817981246,,0.0389771949898929
RETREG2,-0.5526751241036956,,0.038929228271687
CCDC28A,0.7546607832322119,,0.0389090507075281
TMEM144,0.5733039161610589,,0.0343384587039433
CFAP97,0.2242691671263099,,0.0388806166759109
EIF5,-0.8480970766685052,,0.0330218473585767
SLC25A11,-0.6582460011031439,,0.0312546174043951
IGKV2D-29,0.0,,0.0
MAP3K13,-0.5007170435741864,,0.0
ARHGAP18,-0.0649751792608935,,0.0213713903370354
AGL,-0.4097076668505239,,0.0091395315105185
INPP1,-0.2642029784886928,,0.0387509487484979
SEC31A,-0.6420297848869277,,0.0090749594485359
PEG13,0.0,,0.0311007991323248
EIF1AX,0.0,,0.0386796932239713
PRKX,0.0,,0.0208590061374738
DPY19L3,-0.4747931605074462,,0.0386467053311545
HAUS2,0.8882515168229455,,0.0386348448652928
GJC1,-0.8472145615002757,,0.0386164389428151
CCL3L3,0.7291781577495864,,0.0
HOXB2,0.7682294539437398,,0.0
APBB1IP,-0.5881963596249311,,0.0
CEP97,-0.2107004964147821,,0.0385784250232691
TRO,0.0,,0.0347403975335557
TSC22D4,-0.6408163265306123,,0.0
TSPAN15,-0.1085493656922228,,0.0
CSPP1,-0.1607280750137892,,0.0384880776797617
TRAPPC4,0.7877551020408162,,0.038482679908112
MEGF9,-0.9011583011583012,,0.0139954218651845
TMX2,-0.1776061776061775,,0.038369324077714
FBXL14,-0.3787093215664644,,0.0383422202140346
TRIO,-0.945945945945946,,0.0292975345993159
CDH9,-0.597573083287369,,0.0
RPL19,-0.9041367898510756,,0.0
EHD3,-0.5972421400992829,,0.030610022410289
POMP,0.3768339768339768,,0.0321065800178862
POLRMT,0.4643132928847215,,0.0381641126000434
FKBP8,-0.9125206839492552,,0.0
CSRNP2,-0.7243243243243243,,0.0350822572757102
ZNF397,0.0034197462768892,,0.0381117910986379
UBXN7,-0.9055708769994484,,0.0380966115644314
ZNF75A,-0.0259238830667402,,0.0380882267576208
SRD5A1,0.481412024269167,0,0.038062640792599
IL17RD,-0.0298952013237727,,0.0350215144728667
SRP68,-0.8584666298952013,,0.0380465315502948
SLC22A8,0.0596800882515167,,0.0121928814431398
MAP2K5,0.3895201323772752,1,0.0
MAP3K4,-0.7556536127964699,,0.0
APOC1P1,0.0,,0.0
MRPL38,0.5200220628792058,,0.0
BCORL1,0.0,,0.0
GPRC5C,0.2473248758963044,,0.0
APOC1P1,0.0,,0.0
GALNT15,0.2627688913403199,,0.0
PLCD3,0.3506894649751793,,0.0
MACROD2,-0.4038610038610039,,0.0
PAK6,-0.4168781025923883,0,0.0
H3-4,0.9331494760066188,,0.0
OSBPL5,-0.1505791505791506,,0.0
ZNF418,0.4758963044677331,,0.0
DNAAF5,0.2666298952013237,,0.0
SYNPO2,-0.343849972421401,,0.0
SLC5A11,-0.2227247655819084,,0.0
SOX17,-0.5499172642029785,,0.0
TMCC3,0.1306122448979592,,0.0
TNRC18,-0.6247104247104247,,0.0
BRSK1,-0.887369001654716,,0.0
DEPP1,0.8329840044125758,,0.0
RNF7,-0.0409266409266408,,0.0
SNRPB2,0.0272476558190843,,0.0
NUDT16,0.7366795366795367,,0.0
TXNDC2,0.9334804191947048,,0.0
LZTS1,0.0659680088251517,,0.0
ITGA9,-0.6269167126309984,,0.0
NRAP,0.1414230557087699,,0.0
RPS18,-0.9510204081632652,,0.0
CBFB,0.1755102040816327,,0.0
CELSR2,-0.8001103143960286,,0.0
SDCBP,0.2164368450082736,,0.0
AGPAT2,0.3873138444567017,,0.0
IQGAP3,-0.1502482073910644,,0.0
FGF6,0.3461665747380034,,0.0
SLCO5A1,-0.2370656370656371,,0.0
ZNF467,0.8407060121345835,,0.0
MED6,0.4300055157198015,,0.0
LSM1,0.602426916712631,,0.0
KLF1,0.8349696635410921,,0.0
TUBAL3,0.6569222283507998,,0.0
MTF2,-0.8959735245449532,,0.0
ATP5ME,0.7452840595697738,,0.0
ALDH1L2,0.0105901820187535,,0.0
RAPGEF5,-0.3788196359624931,,0.0
PLA2G15,-0.3395477109762824,,0.0
PLEKHA5,-0.8277992277992278,,0.0
PCDH10,-0.8894649751792609,,0.0
TUBGCP5,-0.2162162162162162,,0.0
FOXL2,0.9419746276889134,,0.0
MYO15A,-0.1388858246001103,,0.0
BCL9,-0.8216216216216217,,0.0
GPX5,0.5821290678433535,,0.0
HTR1E,0.6118036403750688,,0.0
STARD7,-0.0253723110865967,,0.0
NBAS,-0.3503585217870932,,0.0
FOXE1,0.9536679536679538,,0.0
FGF11,0.6360728075013788,,0.0
THADA,0.3588527302813016,,0.0
PPFIA2,-0.8358521787093216,,0.0
SP7,-0.2747931605074462,,0.0
SLC25A42,-0.1746276889134032,,0.0
XRCC3,0.8465526751241037,,0.0
KDM4C,-0.2656370656370657,1,0.0
IRX2-DT,0.0,,0.0
CTRC,0.3120794263651407,,0.0
CILP2,0.54142305570877,,0.0
NFKBIB,-0.2368450082735796,,0.0
TSPAN33,-0.1367898510755654,,0.0
FAM3D,0.280419194704909,,0.0
CHODL,0.5124103695532267,,0.0
ICAM2,0.3414230557087701,,0.0
RNF215,0.468946497517926,,0.0
CEP350,-0.7933811362382791,,0.0318618913819834
ZMAT2,-0.8254826254826255,,0.0178673110997596
FOXL1,0.8714837286265857,,0.0
PMPCA,0.2499724214009928,,0.0317663961134657
MS4A3,0.3169332597904026,,0.0
EPHA3,-0.6789851075565361,,0.0
LRRC8B,-0.6365140650854937,,0.0
SPON2,0.7216767788196359,,0.0
S100A5,0.6226144511858798,,0.0
MYT1,-0.9186982901268615,,0.0
COX8BP,0.0,,0.0
HOXA4,0.9333701047986762,,0.0
FCAR,0.2720353006067291,,0.0
CHD8,-0.9791505791505792,,0.0
C1QTNF1,0.3388858246001103,,0.0
SLCO2B1,-0.3319360176503033,,0.0
SPINK4,0.5880860452289023,,0.0
BPNT2,-0.5446221731936018,,0.0378078410818775
MTNAP1,-0.3489244346387203,,0.0377708057319059
EHBP1,-0.6230557087699945,,0.037755844214478
GTF2E1,-0.5908439051296195,,0.0
FES,-0.0137892995035852,,0.0
PACRG,0.5129619415333702,,0.0
SIDT1,0.410369553226696,,0.029345654201436
SPINT2,-0.0572531715388858,,0.0346926102349694
HACL1,0.7964699393270822,,0.037684661255926
PIP5K1B,-0.1416436845008273,,0.0376710414313055
ZBED5,-0.32719249862107,,0.0286694208367508
DOP1B,-0.2358521787093215,,0.0
ZNF184,-0.7710976282404853,,0.0375495581043623
GLIPR1,0.5220077220077219,,0.0285379357288143
RNF144B,0.0723662437948151,,0.0285043054420307
CLCN3,-0.8528405956977385,,0.0284724787916299
UBE2E1,-0.6608935466078323,,0.0374631054468836
PLXNB2,-0.6376172090457805,,0.0278794889759822
GPM6B,0.0,,0.0343098878278953
WDR54,0.4175399889685605,,0.0373476277371228
PTP4A2,-0.8795366795366796,,0.0372674146232544
PSMD13,-0.9263099834528404,,0.0272308659495778
ZNF264,0.8323221180364038,,0.0371733728185007
TNPO2,-0.9373414230557088,,0.0371552974462946
KIF1C,-0.556315499172642,,0.0
AMELX,0.0,,0.0
PRSS33,0.8344180915609487,,0.0
CD58,-0.3575289575289575,,0.0
SVEP1,-0.6850523993381137,,0.0
MAPK11,0.518918918918919,1,0.0
TLCD3B,-0.5149476006618864,,0.0
SLC24A2,-0.4004412575841147,,0.0083634609142772
DPP8,-0.8287920573634859,1,0.0316973464900033
ERAP2,0.493546607832322,,0.0
CREB3L1,-0.0275785990071704,,0.0
AVPR1A,0.4704908990623275,1,0.0
JMJD1C,-0.9782680639823496,,0.0
NUB1,-0.3983452840595698,,0.0
RPL24,-0.5876447876447877,,0.0
EIF3E,-0.2455598455598455,,0.0263362528149304
RALGAPB,-0.9549917264202978,,0.0369043032329487
UBLCP1,0.0510755653612795,,0.0367833343457382
PPIL4,0.2129067843353558,,0.0
RABGGTA,0.0551571980143408,,0.0367471653271785
HMGN4,0.8038610038610039,,0.0253260112528032
TMEM65,0.9062327633756204,,0.0367228353847104
OGFOD1,0.0657473800330943,,0.0366458245009918
USP15,-0.958411472697187,,0.0247314247281593
FBXO28,-0.7547710976282405,,0.0365717930345731
PODXL,-0.56150027578599,,0.0124987481492584
PANK4,-0.4906784335355764,,0.0246181090080444
GOLGB1,-0.6933259790402648,,0.0245568735681477
FBXO34,-0.3521235521235522,,0.0334676432948237
ZNF33A,-0.1571980143408714,,0.0244386032148027
MDGA2,-0.8366243794815224,,0.0
VAT1,0.0938775510204081,,0.0
ASIC4,-0.4496414782129068,,0.0
SERTAD3,0.316822945394374,,0.0
SHISA2,0.5405405405405406,,0.0
JADE2,-0.9234418091560948,,0.0
SLC16A5,0.2764478764478764,,0.0
SCUBE2,0.0570325427468285,,0.0
RNASEL,-0.2387203530060673,,0.0
KLHDC8B,0.0854936569222284,,0.0
ALDH1A3,-0.4822945394373965,,0.0
ARSJ,-0.0315499172642029,,0.0
SLC46A1,-0.1793712079426365,0,0.0
STARD4,0.7674572531715389,,0.0
TAF6,-0.2420297848869277,,0.0
SCAP,-0.480088251516823,,0.0
RNF170,-0.485603971318257,,0.0
OTUD5,0.0,,0.0
BAIAP3,0.6104798676227248,,0.0
ASCL4,0.9484831770546056,,0.0
UHMK1,-0.5425261996690568,,0.0
IGKV4-1,0.0,,0.0
PURG,-0.8667402095973524,,0.0
TMOD2,-0.2965250965250965,,0.0
XYLT1,-0.7109762824048538,,0.0
EXOC6,-0.3033645890788747,,0.0
RDH11,-0.1124103695532267,,0.0
CT83,0.0,,0.0
SPRYD4,0.1953667953667954,,0.0
EVPL,0.0527302813017098,,0.0
CNOT8,-0.3249862107004964,,0.0
PKP1,-0.6896856039713183,,0.0
ABLIM2,-0.37573083287369,,0.0
PGLYRP2,0.2917815774958632,,0.0
GPR22,-0.4886927744070601,,0.0
FGF16,0.0,,0.0
TIPIN,0.1940430226144511,,0.0
HISLA,0.0,,0.0
STEEP1,0.0,,0.0
ESD,0.6933259790402648,,0.0
IGLC5,0.0,,0.0
KCP,0.2739106453392168,,0.0
SEC14L6,0.1495863210148924,,0.0
GPALPP1,0.8946497517926089,,0.0
MYNN,-0.6290126861555433,,0.0
DPAGT1,-0.2291230005515719,,0.0
MIRLET7BHG,0.0,,0.0
GPR176,0.1606177606177605,,0.0
RNF157,-0.2214009928295642,,0.0
ANGPTL1,0.0204081632653061,,0.0
KIF28P,0.0,,0.0
TUBAP1,0.0,,0.0
DNASE1L2,0.8196359624931053,,0.0
PKLR,-0.1163816878102592,,0.0
SLC71A1,-0.2640926640926641,,0.0
CNGA2,0.0,,0.0
EVI2B,0.3717595146166574,,0.0
LINC00114,0.0,,0.0
PLD6,0.9488141202426916,,0.0
ACY1,-0.1186982901268615,,0.0
CELA2A,0.3349145063430778,,0.0
OXSR1,-0.6050744622173194,,0.0
SNTA1,0.0214009928295642,,0.0
BSPH1,0.6354109211252068,,0.0
AKR1D1,0.3269718698290127,,0.0
MIR129-2,0.0,,0.0
GKN1,0.8227247655819085,,0.0
TRMT2A,0.5697738554881413,,0.0
OS9,-0.1350248207391065,,0.0
ANKRD7,0.4133480419194704,,0.0
EPN2,-0.2806398234969663,,0.0
SNTB1,0.0327633756205185,,0.0
SLC22A9,0.6572531715388858,,0.0
VWA2,0.4387203530060672,,0.0
RHOBTB2,-0.3496966354109211,,0.0
NOXRED1,-0.03011583011583,,0.0
PAXBP1,-0.7476006618863762,,0.0
LHFPL2,-0.3742967457253171,,0.0
PLEKHM2,0.2112520683949255,,0.0
FRMD4B,-0.5225592939878654,,0.0
TEKT2,0.2303364589078875,,0.0
RCN2,0.4700496414782129,,0.0
MMP23B,0.950799779371208,,0.0
RAI1,-0.9870932156646444,,0.0
CALCB,0.5970215113072257,,0.0
IGIP,0.7932708218422504,,0.0
CD300LG,0.4306674020959735,,0.0
KRT25,0.0601213458356315,,0.0
RNA5SP459,0.0,,0.0
HAUS4,-0.1363485934914506,,0.0
IGLC6,0.0,,0.0
SUGCT,0.3079977937120794,,0.0
TRUB2,0.434969663541092,,0.0
IL4I1,0.2772200772200772,,0.0
USH1C,-0.1605074462217319,,0.0
B3GAT3,-0.246773303916161,,0.0
TGM4,0.000661886376172,,0.0
IGLC3,0.0,,0.0
TFR2,-0.1062327633756204,,0.0
LINC00092,0.0,,0.0
CNBD1,0.8362934362934362,,0.0
MEG9,0.0,,0.0
FOXI3,-0.3955874241588527,,0.0
MIR1292,0.0,,0.0
NUDT5,0.0135686707115278,1,0.0
MBOAT4,0.8307777164920023,,0.0
LINC01140,0.0,,0.0
NSA2,-0.1010479867622724,,0.0
GFRA4,0.9974627688913402,,0.0
IHO1,-0.5845559845559846,,0.0
MIA2,-0.1641478212906784,,0.0
SFI1,0.1876447876447875,,0.0
NAB2,-0.7922779922779923,,0.0
IGLC4,0.0,,0.0
ARHGEF38,0.4018753447324876,,0.0
PI4K2A,-0.4619966905681191,,0.0
GRAMD4,-0.7311638168781026,,0.0
GPR135,0.9739658025372312,,0.0
ISM2,0.2822945394373966,,0.0
PDZRN3,-0.5790402647545505,,0.0
BEND3,-0.8550468836183122,,0.0
SHD,0.5088803088803089,,0.0
ANKRD37,0.4720353006067292,,0.0
HK3,0.4214009928295643,,0.0
VSTM2L,-0.2014340871483728,,0.0
PEBP4,0.4749034749034748,,0.0
MESD,-0.0729178157749586,,0.0
MIR1296,0.0,,0.0
EIF4BP1,0.0,,0.0
CARD6,0.6753447324875896,,0.0
PCP2,0.9607280750137892,,0.0
IGLC1,0.0,,0.0
COQ2,0.1184776613348042,,0.0
PTP4A1,-0.2821842250413678,,0.0
H1-4,0.8808604522890238,,0.0
RAMP2,0.1357970215113071,,0.0
MRPL54,0.3543298400441257,,0.036405585419132
GCDH,-0.3627137341423055,,0.0
SOX1,0.97992277992278,,0.0
LHX8,-0.6672917815774959,,0.0
WRN,-0.1200220628792057,1,0.0
ATP10A,-0.158742415885273,,0.0
SULT1A3,0.0,,0.0
AMY1B,0.0,,0.0
PLEKHG5,-0.4273579702151131,,0.0
RHOG,-0.8302261445118588,,0.0
MYCBP,-0.3697738554881412,,0.0
SERF1A,0.0,,0.0
ARHGEF12,-0.8281301709873139,,0.0
AMY1C,-0.6172090457804744,,0.0
TBX1,-0.431880860452289,,0.0
PRSS1,0.5125206839492553,,0.0
UMOD,0.4437948152233866,,0.0
NTN5,0.7456150027578599,,0.0
KAT2A,-0.5848869277440706,1,0.0
BMX,0.0,1,0.0
USP2,-0.5408714837286266,,0.0
FCGR1CP,0.0,,0.0
CRYBB1,-0.3031439602868174,,0.0
ALOXE3,0.1269718698290127,,0.0
GALT,-0.0581356867071153,,0.0
GBE1,0.4024269167126311,,0.0
GNPTAB,-0.2873690016547159,,0.0235940491549341
MIR100HG,0.0,,0.0235040309653878
FAT3,-0.8484280198565912,,0.0234646421250629
MICU3,0.9134031991174848,,0.011144324982051
TDRD9,-0.1306122448979592,,0.0111005166735795
DDX59,-0.1806949806949807,,0.0362029115088891
GLCE,-0.6722559293987865,,0.0228932520277315
ZNF503,0.1110865968008825,,0.0361123608853822
UNC5C-AS1,0.0,,0.0361024631323517
AURKAIP1,0.9482625482625482,,0.0360975043469383
ZC3H7A,-0.7277440706012135,,0.0360383941206631
TSTD1,-0.0876999448428019,,0.0
PKD2,-0.4596800882515168,,0.0
HIVEP3,-0.7755102040816326,,0.0224689837333152
ZMAT1,0.0,,0.0359983137453268
MRPL24,-0.2660783232211804,,0.0223997982149245
ANKRD39,0.5851075565361279,,0.0314056053461291
SEC24B,-0.7495863210148924,,0.0101132328410349
SHOC2,-0.9557639271924986,,0.0220990194582821
KDELR2,0.5279646993932707,,0.0359130072166863
DHX16,-0.4159955874241589,,0.0
TOPBP1,-0.9405405405405404,,0.0219475710257389
UBXN2A,0.2691671263099835,,0.0358508800485528
FEZF2,-0.9392167677881964,,0.0094404354626089
MRPL32,0.1235521235521235,,0.0357889950775238
BMERB1,-0.1923883066740209,,0.0357618618119271
PABPC1L2B,0.0,,0.0356639333212064
ZNF512,-0.7011583011583011,,0.0356491260571531
NAPG,-0.2150027578599007,,0.0299401458572153
BTN3A2,0.13723110865968,,0.0
MAX,-0.8964147821290679,,0.0
UQCR11,0.9302813017098732,,0.0
SAMSN1,0.2532818532818532,,0.0
SPTBN1,-0.9772752344180916,,0.0
SPRY2,-0.4578047435190292,,0.0
TSBP1,0.1761720904578048,,0.0
CPXM2,0.0095973524544952,,0.0
POLA1,0.0,,0.0
COX7A2L,0.8281301709873139,,0.0
SEMA3B,0.4124655267512409,,0.0
STARD10,-0.1057915057915057,,0.0354309423140623
DPH3,0.6381687810259238,,0.0323857280630983
PNPLA8,-0.326530612244898,,0.0300850341909239
LIN7C,0.4138996138996138,,0.031584409145473
YPEL5,-0.7607280750137893,,0.0353576186950254
DDX46,-0.8931053502482074,,0.0
GPR19,-0.3876447876447876,,0.0307345187667887
TMEM18,0.3865416436845008,,0.0192636157029325
ITPKA,-0.4036403750689464,,0.0351993783377549
ARMCX2,0.0,,0.0351990648460539
SLC16A14,-0.5740761169332598,,0.0351950264887935
RCAN2,-0.4966354109211252,,0.035140009584844
ZNF677,0.3901820187534472,,0.0351050633329638
MICALL2,0.7802537231108659,,0.035077378440111
NXPH2,-0.6515168229453944,,0.0186830461004842
ECI2,-0.0350799779371208,,0.035041471398943
SCLT1,0.2292333149476006,,0.0
RPL10A,-0.4100386100386101,,0.0
TMEM51,-0.1688913403199117,,0.0
MOS,0.9742967457253172,,0.0
SPATA6,0.2270270270270269,,0.0
ABCC4,-0.5083287369001654,1,0.0
LMX1A,-0.7136238279095422,,0.0
XPNPEP3,-0.2371759514616657,,0.0
ATG4C,0.432211803640375,,0.0
MAP3K10,-0.6808604522890237,0,0.0
SMARCA1,0.0,,0.0
COXFA4L2,0.8619966905681191,,0.0
RSPO3,-0.3654715940430226,,0.0
SGK2,0.0562603419746277,,0.0
MLLT3,-0.9734142305570876,1,0.0
H2AZ1,-0.7945945945945946,,0.0
CYP2C8,0.6859349145063431,,0.0
LINC02210,0.0,,0.0
CLCN1,0.1072255929398786,,0.0
PCDH19,0.0,,0.0
ERI1,0.701599558742416,,0.0
DYRK2,-0.6959735245449531,1,0.0
FAH,0.1782680639823497,,0.0
RPS4Y1,0.0,,0.0
LINC00639,0.0,,0.0
ATP2A3,-0.3526751241036955,,0.0
LEO1,-0.702261445118588,,0.0
CGB8,0.3876447876447877,,0.0
FADS6,0.4313292884721456,,0.0
AARS2,-0.3624931053502482,,0.0
HERC2,-0.9286265857694428,,0.0
ALG2,0.6125758411472697,,0.0
CD163L1,-0.2226144511858797,,0.0
NTSR2,0.8109211252068396,0,0.0
ZNF331,0.1890788747931604,,0.0
TRIB1,-0.2133480419194705,,0.0
CLCF1,-0.3915057915057914,,0.0
PTPRH,0.0047435190292333,,0.0
SLC47A2,0.0178709321566463,,0.0
HECW2,-0.6914506343077771,,0.0
ACCS,-0.1211252068394925,,0.0
CYCSP24,0.0,,0.0
KRT8P3,0.0,,0.0
SLC25A32,0.2466629895201324,,0.0
ARID5A,-0.2840595697738555,,0.0
PCDH19,0.0,,0.0
CYCSP24,0.0,,0.0
COXFA4L2,0.8619966905681191,,0.0
FOXJ1,-0.4344180915609487,,0.0
LMX1A,-0.7136238279095422,,0.0
RPL10A,-0.4100386100386101,,0.0
CLCN1,0.1072255929398786,,0.0
RPS4Y1,0.0,,0.0
CLEC4F,0.1263099834528405,,0.0
HECW2,-0.6914506343077771,,0.0
TIMM8A,0.0,,0.0
RANGAP1,-0.2750137892995036,,0.0
DPEP1,0.6875896304467732,,0.0
POLR1D,0.7555432984004413,,0.0
CNGB1,-0.0497517926089354,,0.0
AACS,-0.0008825151682294,,0.0
GFI1,-0.416988416988417,,0.0
SPAG1,0.2086045228902371,,0.0
RAC3,-0.4014340871483728,,0.0
PATJ,-0.2193050193050193,,0.0
AMIGO2,0.0022062879205735,,0.0
ADCY8,-0.5853281853281853,,0.0
TFAP2C,-0.7746276889134032,,0.0
RNASE4,0.9198014340871484,,0.0
SNORD3A,0.0,,0.0
GJA8,0.5158301158301157,,0.0
NUDT19,0.9794815223386651,,0.0
RANBP10,-0.7066740209597353,,0.0
NCOR1,-0.8929950358521788,1,0.0
HNRNPF,-0.9356867071152786,,0.0
OR4M1,0.4883618312189741,,0.0
GPR12,-0.4782129067843353,,0.0
GGTA1,0.0,,0.0
IGSF6,0.8280198565912851,,0.0
SMIM43,0.0,,0.0347631266467112
PURB,0.4191947049089906,,0.0347588726601092
MPPED2,-0.8496414782129068,,0.0347573246222925
SLF1,0.0929950358521787,,0.0347551744993941
ARHGAP42,-0.4838389409817981,,0.0347393855899121
ENSG00000276724,0.0,,0.0347223460517612
UXS1,-0.2790954219525647,,0.0169242941916982
IQSEC1,-0.7182570325427469,,0.0315690442781005
OIP5-AS1,0.0,,0.0345864652282115
ENSG00000264577,0.0,,0.0345051111307457
GNL3,0.5881963596249311,,0.016395118507421
ZDHHC4,0.6862658576944292,,0.0157702561783317
TPD52L2,0.2967457253171539,,0.0156403122582982
UNC50,0.0755653612796469,,0.0342860559699123
SMIM10L1,0.9810259238830668,,0.0342849195449638
KCTD4,0.0819635962493106,,0.0342614782876185
SLC30A9,-0.5846662989520133,,0.0342297663024926
ZNHIT1,0.5092112520683949,,0.0342205082363459
ALMS1,-0.2457804743519029,,0.0341897332786562
DZIP3,-0.3161610590182019,,0.0341503697127177
TMEM121B,0.8709321566464423,,0.0295413953257382
GET3,-0.3904026475455047,,0.0340293406378559
OSBPL9,-0.7779371207942637,,0.0340261994424906
PLPP3,-0.7924986210700496,,0.0340194783920251
