id_farmaco,nombre,ic50_nm,pchembl,año,smiles,descripcion_ensayo,nivel_potencia
CHEMBL2114210,Sin nombre comercial,110000.0,,1998,OC[C@H]1N[C@H](CO)[C@@H](O)C(O)[C@@H]1O,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Baja
CHEMBL2114210,Sin nombre comercial,110000.0,,1998,OC[C@H]1N[C@H](CO)[C@@H](O)C(O)[C@@H]1O,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Baja
CHEMBL87169,Sin nombre comercial,700.0,6.16,1998,OCC1NC(CO)[C@@H](O)C(O)C1O,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Media
CHEMBL2115215,Sin nombre comercial,3200.0,5.5,1998,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Media
CHEMBL501355,Sin nombre comercial,40.0,7.4,1998,OC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Muy Alta
CHEMBL2093897,Sin nombre comercial,8400.0,5.08,1998,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Media
CHEMBL2442258,Sin nombre comercial,60.0,7.22,1998,CN1[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Muy Alta
CHEMBL3084806,Sin nombre comercial,4200.0,5.38,1998,CCCCN1[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibitory activity measured against alpha-glucosidase of rice by colorimetric assay using the D-glucose oxidase-peroxidase method,Media
CHEMBL77918,Sin nombre comercial,50000.0,,1995,CCCCN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,Baja
CHEMBL307429,DUVOGLUSTAT,360.0,6.44,1995,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method,Media
CHEMBL80254,Sin nombre comercial,55000.0,4.26,1995,OC[C@H]1NC[C@@H](O)[C@@H]1O,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method,Baja
CHEMBL310229,Sin nombre comercial,50000.0,,1995,CCCCN1C[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,Baja
CHEMBL310231,Sin nombre comercial,50000.0,,1995,CN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,Baja
CHEMBL312653,Sin nombre comercial,50000.0,,1995,OC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,Baja
CHEMBL1029,MIGLUSTAT,2100.0,5.68,1995,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,Media
CHEMBL75971,Sin nombre comercial,120.0,6.92,1995,CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,Media
CHEMBL80148,Sin nombre comercial,500000.0,,1995,CN1C[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,Baja
CHEMBL44,GENISTEIN,10400.0,4.98,2004,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Inhibition of yeast alpha-glucosidase by genistein,Baja
CHEMBL44,GENISTEIN,2610.0,5.58,2004,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Inhibition of yeast alpha-glucosidase after addition of D-glucose,Media
CHEMBL422734,Sin nombre comercial,17000.0,4.77,1996,CCCCCCCCNC1C=C(CO)C(O)C(O)C1O,Compound was tested for inhibitory activity against alpha-glucosidase.,Baja
CHEMBL176679,Sin nombre comercial,,,1996,CCCCCCCCCCNC1C=C(CO)C(O)C(O)C1O,Compound was tested for inhibitory activity against alpha-glucosidase; Not tested,Baja
CHEMBL1230806,VALIENAMINE,100000.0,4.0,1996,N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Compound was tested for inhibitory activity against alpha-glucosidase.,Baja
CHEMBL369361,Sin nombre comercial,,,1996,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CNC1C=C(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCC,Compound was tested for inhibitory activity against alpha-glucosidase; Not tested,Baja
CHEMBL367666,Sin nombre comercial,100000.0,,1996,CCCCNC1C=C(CO)C(O)C(O)C1O,Compound was tested for inhibitory activity against alpha-glucosidase.,Baja
CHEMBL426933,Sin nombre comercial,100000.0,,1996,CCCCCCCCCCCCCCCCCCNC1C=C(CO)C(O)C(O)C1O,Compound was tested for inhibitory activity against alpha-glucosidase.,Baja
CHEMBL174067,Sin nombre comercial,100000.0,,1996,OC1C(O)C(O)C2OC2C1O,Compound was tested for inhibitory activity against alpha-glucosidase.,Baja
CHEMBL170431,Sin nombre comercial,,,1996,CCCCCCCCCCCCCCNC1C=C(CO)C(O)C(O)C1O,Compound was tested for inhibitory activity against alpha-glucosidase; Not tested,Baja
CHEMBL1744444,(BETA)-VALIENAMINE,100000.0,4.0,1996,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12.C[C@]12CC[C@H]3[C@@H](CCC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Compound was tested for inhibitory activity against alpha-glucosidase.,Baja
CHEMBL354193,Sin nombre comercial,50000.0,4.3,1996,CCCCCCNC1C=C(CO)C(O)C(O)C1O,Compound was tested for inhibitory activity against alpha-glucosidase.,Baja
CHEMBL2374254,Sin nombre comercial,5.8,8.24,1986,OC[C@@]1(O)C[C@H](NC[C@H](O)c2ccccc2)[C@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL2051980,Sin nombre comercial,3200.0,5.5,1986,CO[C@H]1O[C@H](C)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051761,Sin nombre comercial,28.0,7.55,1986,C[C@H]1C[C@H](N)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL2051982,Sin nombre comercial,70.0,7.16,1986,C[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL2374252,Sin nombre comercial,34000.0,4.47,1986,OC[C@@H](N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,Inhibitory activity against porcine maltase,Baja
CHEMBL3349433,Sin nombre comercial,240.0,6.62,1986,OC[C@@]1(O)C[C@H](NCC2CCCCC2)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL1230806,VALIENAMINE,340000.0,,1986,N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Baja
CHEMBL3349432,Sin nombre comercial,6.1,8.21,1986,OC[C@@]1(O)C[C@H](N[C@@H]2CCCC[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL3349431,Sin nombre comercial,15.0,7.82,1986,OCN(CO)[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL3349439,Sin nombre comercial,1600.0,5.8,1986,OC[C@@]1(O)C[C@H](N[C@H]2CCCC[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL3349435,Sin nombre comercial,230.0,6.64,1986,OC[C@@]1(O)C[C@H](NCc2ccc(Br)cc2)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051983,Sin nombre comercial,4.9,8.31,1986,CO[C@H]1O[C@H](C)[C@@H](N[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL3349440,Sin nombre comercial,550.0,6.26,1986,OCC(CO)N[C@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL222396,VALIOLAMINE,2200.0,5.66,1986,N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051762,Sin nombre comercial,68.0,7.17,1986,C[C@H]1C[C@H](O)[C@H](O)[C@@H](O)[C@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL1628264,Sin nombre comercial,110000.0,,1986,N[C@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Baja
CHEMBL3349436,Sin nombre comercial,5900.0,5.23,1986,OCC1=C[C@H](NC(CO)CO)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051978,Sin nombre comercial,1500.0,5.82,1986,C[C@H]1C[C@H](N)[C@H](O)[C@@H](O)[C@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051981,Sin nombre comercial,72.0,7.14,1986,CO[C@H]1O[C@H](CO)[C@@H](N[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL3349441,Sin nombre comercial,200.0,6.7,1986,OC[C@@]1(O)C[C@H](NCc2cccs2)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2374255,Sin nombre comercial,5000.0,5.3,1986,OC[C@@]1(O)C[C@H](NC[C@@H](O)c2ccccc2)[C@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051763,Sin nombre comercial,7200.0,5.14,1986,CO[C@H]1O[C@H](CO)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL3349438,Sin nombre comercial,520.0,6.28,1986,CC(C)=CCC/C(C)=C/CN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051760,Sin nombre comercial,650.0,6.19,1986,CO[C@H]1O[C@H](C)[C@H](N[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL3349443,Sin nombre comercial,270.0,6.57,1986,OC[C@@]1(O)C[C@H](NC/C=C/c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL2051979,Sin nombre comercial,80000.0,4.1,1986,CO[C@H]1O[C@H](CO)[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Baja
CHEMBL2374253,Sin nombre comercial,13.0,7.89,1986,OC[C@H](N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL3349446,Sin nombre comercial,330.0,6.48,1986,OC[C@@]1(O)C[C@H](NCc2cccnc2)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL3349437,Sin nombre comercial,100.0,7.0,1986,OC[C@@]1(O)C[C@H](NCCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL3349434,Sin nombre comercial,410.0,6.39,1986,OC[C@@]1(O)C[C@H](NC2CCCCC2)[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory activity against porcine maltase,Media
CHEMBL3349442,Sin nombre comercial,43.0,7.37,1986,CC(C)(C)c1cc(CN[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)cc(C(C)(C)C)c1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL2051764,Sin nombre comercial,100000.0,4.0,1986,CO[C@H]1O[C@H](C)[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Baja
CHEMBL2051759,Sin nombre comercial,100.0,7.0,1986,CO[C@H]1O[C@H](CO)[C@H](N[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Inhibitory activity against porcine maltase,Muy Alta
CHEMBL307429,DUVOGLUSTAT,40.0,7.4,2005,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,Inhibitory concentration against human alpha-glucosidase,Muy Alta
CHEMBL380336,Sin nombre comercial,101000.0,,2006,C=C1CC[C@@H]2[C@]3(C)COC(c4ccccc4)O[C@@H]3CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,Inhibition of alpha glucosidase,Baja
CHEMBL205969,Sin nombre comercial,101000.0,,2006,C[C@]1(CO)[C@H]2CC[C@@]3(CO3)[C@@H](/C=C/C3=C/C(=C/C=C/c4ccccc4)OC3=O)[C@]2(C)CC[C@H]1O,Inhibition of alpha glucosidase,Baja
CHEMBL205155,Sin nombre comercial,120000.0,,2006,COc1ccc(/C=C2/C=C(/C=C/[C@@H]3[C@@]4(CC[C@@H]5[C@](C)(CO)[C@H](O)CC[C@]53C)CO4)C(=O)O2)cc1,Inhibition of alpha glucosidase,Baja
CHEMBL209093,Sin nombre comercial,58000.0,4.24,2006,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/C=C/c2ccccc2)OC1=O,Inhibition of alpha glucosidase,Baja
CHEMBL377520,Sin nombre comercial,16000.0,4.8,2006,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc(OC)cc2)OC1=O,Inhibition of alpha glucosidase,Baja
CHEMBL206309,Sin nombre comercial,110000.0,,2006,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/CCC)OC1=O,Inhibition of alpha glucosidase,Baja
CHEMBL379280,Sin nombre comercial,100000.0,4.0,2006,C=C1CC[C@@H]2[C@]3(C)COC(c4cccc(Br)c4)O[C@@H]3CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,Inhibition of alpha glucosidase,Baja
CHEMBL241374,Sin nombre comercial,100000.0,4.0,2007,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccco2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL238604,Sin nombre comercial,84000.0,4.08,2007,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2cc(OC)c(OC)cc2OC)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL398800,Sin nombre comercial,82000.0,4.09,2007,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc3c(c2)OCO3)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL377520,Sin nombre comercial,16000.0,4.8,2007,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc(OC)cc2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL241165,Sin nombre comercial,70000.0,4.16,2007,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc(N(C)C)cc2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL394049,Sin nombre comercial,11000.0,4.96,2007,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(OC)cc2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL240080,Sin nombre comercial,36000.0,4.44,2007,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccco2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL437564,Sin nombre comercial,25000.0,4.6,2007,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(N(C)C)cc2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL396679,Sin nombre comercial,14000.0,4.85,2007,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2cccc(Br)c2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL394682,Sin nombre comercial,6000.0,5.22,2007,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(Cl)cc2)OC1=O,Inhibition of alpha-glucosidase,Media
CHEMBL396678,Sin nombre comercial,16000.0,4.8,2007,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccccc2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL396677,Sin nombre comercial,28000.0,4.55,2007,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\C(C)=C\CCC/C=C/C)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL238603,Sin nombre comercial,58000.0,4.24,2007,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccccc2)OC1=O,Inhibition of alpha-glucosidase,Baja
CHEMBL470042,TERRETONIN A,100.0,,2005,C=C1C[C@H]2[C@@](C)(C(=O)C(O)=C3C(C)(C)C(=O)CC[C@@]32C)[C@@H]2C(=O)O[C@@](C)(C(=O)OC)C(=O)[C@@]12C,Inhibition of maltase,Baja
CHEMBL470039,TERRITREM A,100.0,,2005,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc2c1OCO2,Inhibition of maltase,Baja
CHEMBL511953,TERRETONIN,100.0,,2005,C=C1C[C@]2(O)[C@@]3(C)CCC(=O)C(C)(C)C3=C(O)C(=O)[C@@]2(C)[C@@H]2C(=O)O[C@@](C)(C(=O)OC)C(=O)[C@@]12C,Inhibition of maltase,Baja
CHEMBL307429,DUVOGLUSTAT,2000.0,5.7,2010,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,Inhibition of maltase by HPLC,Media
CHEMBL1561,MIGLITOL,6000.0,5.22,2010,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of maltase by HPLC,Media
CHEMBL1029,MIGLUSTAT,9000.0,5.05,2010,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Inhibition of maltase by HPLC,Media
CHEMBL574645,Sin nombre comercial,4000.0,5.4,2010,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,Inhibition of maltase by HPLC,Media
CHEMBL175901,Sin nombre comercial,1000000.0,,2010,OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,Inhibition of maltase by HPLC,Baja
CHEMBL1076754,Sin nombre comercial,1000000.0,,2010,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,Inhibition of maltase by HPLC,Baja
CHEMBL1086996,Sin nombre comercial,1000000.0,,2010,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,Inhibition of maltase by HPLC,Baja
CHEMBL110458,MIGALASTAT,1500.0,5.82,2010,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,Inhibition of maltase by HPLC,Media
CHEMBL1086997,LUCERASTAT,10000.0,5.0,2010,CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,Inhibition of maltase by HPLC,Media
CHEMBL1088158,Sin nombre comercial,15000.0,4.82,2010,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,Inhibition of maltase by HPLC,Baja
CHEMBL179409,Sin nombre comercial,1000000.0,,2010,OC[C@@H]1NC[C@H](O)[C@@H](O)[C@H]1O,Inhibition of maltase by HPLC,Baja
CHEMBL1088291,Sin nombre comercial,1000000.0,,2010,CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1CO,Inhibition of maltase by HPLC,Baja
CHEMBL1088292,Sin nombre comercial,1000000.0,,2010,OC[C@H]1[C@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,Inhibition of maltase by HPLC,Baja
CHEMBL574645,Sin nombre comercial,3000.0,5.52,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL1086996,Sin nombre comercial,500000.0,,2014,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354025,Sin nombre comercial,2000.0,5.7,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354038,Sin nombre comercial,100000.0,,2014,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354062,Sin nombre comercial,1500.0,5.82,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1-c1ccccc1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354063,Sin nombre comercial,1500.0,5.82,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cccc(-c2ccccc2)c1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354620,Sin nombre comercial,100000.0,,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354621,Sin nombre comercial,9000.0,5.05,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC(F)(F)COCc1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354622,Sin nombre comercial,2500.0,5.6,2014,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354623,Sin nombre comercial,4000.0,5.4,2014,C[C@@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354624,Sin nombre comercial,2500.0,5.6,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354625,Sin nombre comercial,3000.0,5.52,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(F)c1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354626,Sin nombre comercial,8000.0,5.1,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1C(F)(F)F,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354627,Sin nombre comercial,7000.0,5.16,2014,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(C(F)(F)F)c1,Inhibition of intestinal maltase (unknown origin),Media
CHEMBL3354628,Sin nombre comercial,100000.0,,2014,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)c1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354629,Sin nombre comercial,100000.0,,2014,C[C@@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)c1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354630,Sin nombre comercial,100000.0,,2014,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1-c1ccccc1,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354631,Sin nombre comercial,100000.0,,2014,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cccc(-c2ccccc2)c1,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354632,Sin nombre comercial,100000.0,,2014,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Baja
CHEMBL3354633,Sin nombre comercial,100000.0,,2014,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC(F)(F)COCc1ccc(-c2ccccc2)cc1,Inhibition of intestinal maltase (unknown origin),Baja
